,road_temp_set_4,date_time,road_subsurface_tmp_set_1,road_temp_set_1,road_temp_set_2,road_temp_set_3,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,wind_cardinal_direction_set_1d,relative_humidity_set_1,wind_speed_set_1,wind_gust_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
722,21.8,2018-08-08 12:43:00,31.3,21.3,22.1,21.4,10.94,,280.0,W,66.0,1.39,3.89,17.4,CTVOL,1330,-122.4268,40.9418
723,21.6,2018-08-08 12:58:00,31.1,21.1,21.6,21.1,10.81,,264.0,W,63.0,1.94,2.5,18.0,CTVOL,1330,-122.4268,40.9418
724,21.5,2018-08-08 13:13:00,31.1,21.0,21.9,21.0,10.71,,295.0,WNW,65.0,0.83,2.22,17.4,CTVOL,1330,-122.4268,40.9418
725,21.4,2018-08-08 13:28:00,30.9,21.0,21.9,21.0,10.62,,271.0,W,63.0,2.5,1.94,17.8,CTVOL,1330,-122.4268,40.9418
726,21.4,2018-08-08 13:43:00,30.8,21.0,22.0,21.0,10.76,,281.0,W,64.0,1.67,3.61,17.7,CTVOL,1330,-122.4268,40.9418
727,21.4,2018-08-08 13:58:00,30.6,21.0,22.0,21.0,10.45,,262.0,W,60.0,1.94,3.61,18.4,CTVOL,1330,-122.4268,40.9418
728,21.6,2018-08-08 14:13:00,30.6,21.4,22.3,21.1,10.54,,266.0,W,60.0,3.06,4.17,18.5,CTVOL,1330,-122.4268,40.9418
729,22.1,2018-08-08 14:28:00,30.4,21.8,22.6,21.6,10.67,,265.0,W,59.0,1.94,3.89,18.9,CTVOL,1330,-122.4268,40.9418
730,22.5,2018-08-08 14:43:00,30.3,22.1,23.0,22.0,10.69,,266.0,W,58.0,1.67,2.5,19.2,CTVOL,1330,-122.4268,40.9418
731,23.0,2018-08-08 14:58:00,30.1,22.9,23.9,22.6,10.82,,261.0,W,56.0,1.39,3.33,19.9,CTVOL,1330,-122.4268,40.9418
732,23.8,2018-08-08 15:13:00,30.0,23.5,24.5,23.1,10.45,,303.0,WNW,52.0,1.39,3.89,20.7,CTVOL,1330,-122.4268,40.9418
733,24.0,2018-08-08 15:28:00,30.0,24.1,25.0,23.6,11.11,,253.0,WSW,55.0,2.22,1.67,20.5,CTVOL,1330,-122.4268,40.9418
734,24.9,2018-08-08 15:43:00,29.9,24.9,25.9,24.4,10.57,,253.0,WSW,49.0,1.39,3.33,21.8,CTVOL,1330,-122.4268,40.9418
735,25.4,2018-08-08 15:58:00,29.8,25.5,26.6,25.0,11.67,,267.0,W,53.0,1.67,1.94,21.7,CTVOL,1330,-122.4268,40.9418
736,26.3,2018-08-08 16:13:00,29.6,26.5,27.6,25.9,11.22,,257.0,WSW,49.0,1.67,2.5,22.5,CTVOL,1330,-122.4268,40.9418
737,27.5,2018-08-08 16:28:00,29.6,27.9,28.9,27.1,11.46,,231.0,SW,48.0,1.67,1.94,23.1,CTVOL,1330,-122.4268,40.9418
738,28.6,2018-08-08 16:43:00,29.5,29.1,30.1,28.1,10.99,,265.0,W,43.0,1.11,1.94,24.4,CTVOL,1330,-122.4268,40.9418
739,29.9,2018-08-08 16:58:00,29.4,30.5,31.1,29.4,11.0,,280.0,W,41.0,0.83,1.94,25.2,CTVOL,1330,-122.4268,40.9418
740,31.1,2018-08-08 17:13:00,29.4,31.8,32.6,30.8,11.26,,216.0,SW,40.0,1.11,1.67,25.9,CTVOL,1330,-122.4268,40.9418
741,32.3,2018-08-08 17:28:00,29.3,33.1,34.1,32.1,11.42,,239.0,WSW,39.0,0.83,1.67,26.5,CTVOL,1330,-122.4268,40.9418
742,33.6,2018-08-08 17:43:00,29.3,34.6,35.5,33.1,10.93,26.88,243.0,WSW,36.0,1.39,1.39,27.3,CTVOL,1330,-122.4268,40.9418
743,34.6,2018-08-08 17:58:00,29.3,35.9,36.6,34.5,10.95,27.89,25.0,NNE,33.0,0.28,1.94,28.8,CTVOL,1330,-122.4268,40.9418
744,36.1,2018-08-08 18:13:00,29.3,37.3,38.1,36.0,10.89,28.64,177.0,S,31.0,0.28,0.83,29.8,CTVOL,1330,-122.4268,40.9418
745,37.1,2018-08-08 18:28:00,29.3,38.4,39.3,37.1,10.84,29.04,,,30.0,0.0,1.11,30.3,CTVOL,1330,-122.4268,40.9418
746,38.0,2018-08-08 18:43:00,29.3,39.3,40.0,38.1,11.02,29.23,108.0,ESE,30.0,1.39,1.39,30.5,CTVOL,1330,-122.4268,40.9418
747,39.3,2018-08-08 18:58:00,29.3,40.3,41.1,39.4,11.45,29.73,103.0,ESE,30.0,2.5,1.67,31.0,CTVOL,1330,-122.4268,40.9418
748,40.5,2018-08-08 19:13:00,29.3,41.1,42.1,40.5,10.68,29.86,95.0,E,28.0,2.5,3.61,31.3,CTVOL,1330,-122.4268,40.9418
749,41.5,2018-08-08 19:28:00,29.4,42.4,43.4,41.6,9.08,30.34,93.0,E,24.0,2.22,3.33,32.1,CTVOL,1330,-122.4268,40.9418
750,42.4,2018-08-08 19:43:00,29.4,43.6,44.1,42.6,8.06,30.49,99.0,E,22.0,3.61,2.78,32.4,CTVOL,1330,-122.4268,40.9418
751,43.1,2018-08-08 19:58:00,29.5,44.6,45.4,43.6,6.85,31.37,111.0,ESE,19.0,2.5,4.17,33.5,CTVOL,1330,-122.4268,40.9418
752,44.1,2018-08-08 20:13:00,29.6,45.1,45.9,44.4,7.27,31.87,109.0,ESE,19.0,1.67,3.89,34.0,CTVOL,1330,-122.4268,40.9418
753,45.1,2018-08-08 20:28:00,29.8,46.3,47.0,45.4,7.35,31.98,85.0,E,19.0,1.39,3.33,34.1,CTVOL,1330,-122.4268,40.9418
754,45.9,2018-08-08 20:43:00,29.9,47.0,47.6,46.1,8.18,33.04,80.0,E,19.0,1.39,3.33,35.1,CTVOL,1330,-122.4268,40.9418
755,46.3,2018-08-08 20:58:00,30.0,47.4,48.3,46.6,8.51,32.6,96.0,E,20.0,2.22,2.78,34.6,CTVOL,1330,-122.4268,40.9418
756,47.0,2018-08-08 21:13:00,30.1,47.6,48.6,47.1,6.9,32.31,106.0,ESE,18.0,4.17,4.17,34.5,CTVOL,1330,-122.4268,40.9418
757,47.5,2018-08-08 21:28:00,30.4,48.3,49.1,47.6,7.77,32.5,88.0,E,19.0,4.17,4.72,34.6,CTVOL,1330,-122.4268,40.9418
758,47.4,2018-08-08 21:43:00,30.6,48.5,49.4,47.6,7.81,33.48,87.0,E,18.0,1.94,4.72,35.6,CTVOL,1330,-122.4268,40.9418
759,47.6,2018-08-08 21:58:00,30.6,49.0,49.8,48.1,7.39,33.9,112.0,ESE,17.0,2.22,5.0,36.1,CTVOL,1330,-122.4268,40.9418
760,47.5,2018-08-08 22:13:00,30.9,48.5,49.1,47.6,7.06,33.47,102.0,ESE,17.0,3.06,4.17,35.7,CTVOL,1330,-122.4268,40.9418
761,46.6,2018-08-08 22:28:00,31.1,47.5,48.3,47.0,6.19,33.37,114.0,ESE,16.0,1.67,4.44,35.7,CTVOL,1330,-122.4268,40.9418
762,46.1,2018-08-08 22:43:00,31.3,47.1,47.9,46.5,6.44,33.68,91.0,E,16.0,3.89,2.5,36.0,CTVOL,1330,-122.4268,40.9418
763,46.1,2018-08-08 22:58:00,31.5,47.1,48.1,46.3,6.36,33.58,111.0,ESE,16.0,3.06,5.56,35.9,CTVOL,1330,-122.4268,40.9418
764,45.1,2018-08-08 23:13:00,31.6,46.3,47.0,45.4,6.36,33.58,142.0,SE,16.0,1.67,3.33,35.9,CTVOL,1330,-122.4268,40.9418
765,44.1,2018-08-08 23:28:00,32.0,45.1,46.1,44.1,6.27,33.47,95.0,E,16.0,2.78,3.06,35.8,CTVOL,1330,-122.4268,40.9418
766,43.1,2018-08-08 23:43:00,32.1,44.1,44.9,43.4,6.19,33.37,120.0,ESE,16.0,0.83,3.89,35.7,CTVOL,1330,-122.4268,40.9418
767,42.9,2018-08-08 23:58:00,32.4,43.9,44.6,43.1,6.52,33.79,138.0,SE,16.0,0.83,2.78,36.1,CTVOL,1330,-122.4268,40.9418
768,42.1,2018-08-09 00:13:00,32.6,43.1,44.1,42.3,7.23,33.69,165.0,SSE,17.0,0.83,2.5,35.9,CTVOL,1330,-122.4268,40.9418
769,41.4,2018-08-09 00:28:00,32.6,42.0,43.1,41.4,8.02,32.82,81.0,E,19.0,0.83,2.78,34.9,CTVOL,1330,-122.4268,40.9418
770,40.5,2018-08-09 00:43:00,33.0,41.1,42.1,40.5,7.31,32.83,103.0,ESE,18.0,1.67,2.22,35.0,CTVOL,1330,-122.4268,40.9418
771,39.6,2018-08-09 00:58:00,33.1,40.1,41.1,39.6,10.0,32.95,88.0,E,22.0,0.83,1.94,34.7,CTVOL,1330,-122.4268,40.9418
772,39.0,2018-08-09 01:13:00,33.3,39.3,40.3,38.9,8.35,32.39,119.0,ESE,20.0,0.83,1.67,34.4,CTVOL,1330,-122.4268,40.9418
773,38.3,2018-08-09 01:28:00,33.4,38.4,39.6,38.1,9.56,31.61,93.0,E,23.0,0.28,1.11,33.4,CTVOL,1330,-122.4268,40.9418
774,37.5,2018-08-09 01:43:00,33.5,37.6,38.6,37.1,10.2,31.05,109.0,ESE,25.0,0.28,0.56,32.7,CTVOL,1330,-122.4268,40.9418
775,36.5,2018-08-09 01:58:00,33.6,36.6,37.9,36.1,11.55,30.93,220.0,SW,28.0,0.28,0.56,32.3,CTVOL,1330,-122.4268,40.9418
776,35.5,2018-08-09 02:13:00,33.8,35.9,36.9,35.4,12.72,29.81,,,33.0,0.0,0.83,30.8,CTVOL,1330,-122.4268,40.9418
777,34.9,2018-08-09 02:28:00,33.8,35.0,36.0,34.5,13.07,28.95,320.0,NW,36.0,0.28,0.56,29.7,CTVOL,1330,-122.4268,40.9418
778,34.1,2018-08-09 02:43:00,34.0,34.1,35.1,33.6,12.59,28.07,312.0,NW,37.0,0.28,0.56,28.7,CTVOL,1330,-122.4268,40.9418
779,33.1,2018-08-09 02:58:00,34.0,33.1,34.3,32.8,12.73,27.88,,,38.0,0.0,0.83,28.4,CTVOL,1330,-122.4268,40.9418
780,32.5,2018-08-09 03:13:00,34.1,32.5,33.6,32.0,12.77,27.6,246.0,WSW,39.0,0.83,1.11,28.0,CTVOL,1330,-122.4268,40.9418
781,31.9,2018-08-09 03:28:00,34.1,31.8,32.9,31.3,12.9,27.14,,,41.0,0.0,1.39,27.3,CTVOL,1330,-122.4268,40.9418
782,31.1,2018-08-09 03:43:00,34.1,31.1,32.3,30.8,12.81,26.63,260.0,W,42.0,0.83,1.11,26.8,CTVOL,1330,-122.4268,40.9418
783,30.9,2018-08-09 03:58:00,34.1,30.6,31.6,30.3,12.36,,250.0,WSW,42.0,1.11,0.83,26.3,CTVOL,1330,-122.4268,40.9418
784,30.3,2018-08-09 04:13:00,34.3,30.1,31.1,29.9,12.34,,269.0,W,44.0,0.56,1.11,25.5,CTVOL,1330,-122.4268,40.9418
785,30.0,2018-08-09 04:28:00,34.1,29.6,30.8,29.4,12.04,,296.0,WNW,45.0,0.28,0.83,24.8,CTVOL,1330,-122.4268,40.9418
786,29.4,2018-08-09 04:43:00,34.1,29.1,30.1,28.9,12.24,,256.0,WSW,47.0,0.56,1.39,24.3,CTVOL,1330,-122.4268,40.9418
787,29.1,2018-08-09 04:58:00,34.1,28.9,29.9,28.5,11.67,,252.0,WSW,45.0,0.83,1.11,24.4,CTVOL,1330,-122.4268,40.9418
788,28.6,2018-08-09 05:13:00,34.1,28.4,29.5,28.1,11.88,,261.0,W,47.0,1.67,1.11,23.9,CTVOL,1330,-122.4268,40.9418
789,28.3,2018-08-09 05:28:00,34.0,28.0,29.1,27.8,11.51,,281.0,W,47.0,0.56,1.94,23.5,CTVOL,1330,-122.4268,40.9418
790,27.9,2018-08-09 05:43:00,34.0,27.6,28.6,27.5,11.68,,259.0,W,49.0,1.94,1.39,23.0,CTVOL,1330,-122.4268,40.9418
791,27.6,2018-08-09 05:58:00,34.0,27.4,28.3,27.3,11.43,,297.0,WNW,50.0,0.83,1.94,22.4,CTVOL,1330,-122.4268,40.9418
792,27.4,2018-08-09 06:13:00,33.8,27.1,28.1,26.8,11.62,,255.0,WSW,50.0,1.94,1.94,22.6,CTVOL,1330,-122.4268,40.9418
793,27.1,2018-08-09 06:28:00,33.6,26.6,27.6,26.5,11.43,,252.0,WSW,50.0,1.39,2.5,22.4,CTVOL,1330,-122.4268,40.9418
794,26.8,2018-08-09 06:43:00,33.6,26.4,27.4,26.3,11.22,,260.0,W,49.0,1.39,2.22,22.5,CTVOL,1330,-122.4268,40.9418
795,26.6,2018-08-09 06:58:00,33.5,26.1,27.1,26.1,10.99,,254.0,WSW,51.0,0.83,1.94,21.6,CTVOL,1330,-122.4268,40.9418
796,26.3,2018-08-09 07:13:00,33.5,25.9,26.9,25.8,10.9,,317.0,NW,51.0,0.56,1.67,21.5,CTVOL,1330,-122.4268,40.9418
797,26.0,2018-08-09 07:28:00,33.4,25.5,26.6,25.5,11.1,,263.0,W,52.0,0.83,1.39,21.4,CTVOL,1330,-122.4268,40.9418
798,25.6,2018-08-09 07:43:00,33.3,25.3,26.3,25.3,11.11,,278.0,W,54.0,1.39,1.94,20.8,CTVOL,1330,-122.4268,40.9418
799,25.5,2018-08-09 07:58:00,33.3,25.0,26.1,25.0,11.2,,283.0,WNW,55.0,0.56,2.22,20.6,CTVOL,1330,-122.4268,40.9418
800,25.3,2018-08-09 08:13:00,33.1,24.9,25.8,24.8,11.2,,266.0,W,55.0,1.94,1.94,20.6,CTVOL,1330,-122.4268,40.9418
801,25.0,2018-08-09 08:28:00,33.0,24.6,25.5,24.5,10.83,,289.0,WNW,55.0,0.83,2.5,20.2,CTVOL,1330,-122.4268,40.9418
802,24.9,2018-08-09 08:43:00,33.0,24.5,25.4,24.4,11.11,,254.0,WSW,55.0,1.11,1.94,20.5,CTVOL,1330,-122.4268,40.9418
803,24.6,2018-08-09 08:58:00,32.6,24.1,25.0,24.0,10.99,,269.0,W,57.0,1.67,2.5,19.8,CTVOL,1330,-122.4268,40.9418
804,24.5,2018-08-09 09:13:00,32.6,24.0,25.0,24.0,10.73,,280.0,W,55.0,1.67,2.22,20.1,CTVOL,1330,-122.4268,40.9418
805,24.3,2018-08-09 09:28:00,32.6,23.9,24.8,23.8,10.91,,289.0,WNW,56.0,1.11,2.22,20.0,CTVOL,1330,-122.4268,40.9418
806,24.0,2018-08-09 09:43:00,32.4,23.6,24.5,23.5,11.07,,262.0,W,58.0,2.78,3.33,19.6,CTVOL,1330,-122.4268,40.9418
807,23.9,2018-08-09 09:58:00,32.3,23.5,24.4,23.4,10.83,,248.0,WSW,53.0,2.5,3.89,20.8,CTVOL,1330,-122.4268,40.9418
808,23.8,2018-08-09 10:13:00,32.1,23.3,24.1,23.3,10.73,,291.0,WNW,55.0,1.39,3.61,20.1,CTVOL,1330,-122.4268,40.9418
809,23.5,2018-08-09 10:28:00,32.1,23.0,23.9,23.0,10.82,,266.0,W,56.0,1.67,3.61,19.9,CTVOL,1330,-122.4268,40.9418
810,23.3,2018-08-09 10:43:00,32.0,22.8,23.8,22.9,10.82,,275.0,W,56.0,1.94,3.89,19.9,CTVOL,1330,-122.4268,40.9418
